Company,Role,Status,Deadline
Tech Mahindra,Frontend Developer,OA Cleared,2025-09-10
Deloitte,DevOps Engineer,Selected,2025-07-11
Zoho,Cloud Engineer,Interview,2025-10-28
Infosys,Software Engineer,Interview,2025-11-30
Amazon,Software Engineer,OA Cleared,2025-06-11
Tech Mahindra,SDE Intern,Applied,2025-02-27
IBM,SDE Intern,Rejected,2026-01-03
Tech Mahindra,DevOps Engineer,Interview,2025-05-08
TCS,ML Engineer,Selected,2025-02-23
Oracle,Data Analyst,OA Cleared,2025-09-23
Accenture,SDE Intern,OA Cleared,2025-03-31
Amazon,Software Engineer,Applied,2026-02-23
HCL,Frontend Developer,Selected,2026-01-20
Wipro,Frontend Developer,OA Cleared,2025-12-08
Amazon,Software Engineer,Applied,2025-04-25
Google,ML Engineer,Rejected,2025-12-12
TCS,Frontend Developer,Selected,2025-01-15
HCL,Software Engineer,Rejected,2026-01-27
Zoho,Cloud Engineer,Applied,2026-03-17
Oracle,Data Analyst,Rejected,2025-03-10
Google,Cloud Engineer,OA Cleared,2025-10-25
TCS,ML Engineer,Applied,2025-09-17
Accenture,DevOps Engineer,Applied,2025-06-24
HCL,Software Engineer,Applied,2026-03-30
Deloitte,Frontend Developer,Interview,2025-09-21
Tech Mahindra,SDE Intern,Selected,2025-04-30
IBM,SDE Intern,Interview,2025-08-07
Tech Mahindra,ML Engineer,Applied,2025-09-08
Accenture,Software Engineer,Selected,2025-01-26
Zoho,ML Engineer,Rejected,2026-04-04
Infosys,Data Analyst,Rejected,2025-10-27
Oracle,ML Engineer,OA Cleared,2026-02-13
Tech Mahindra,SDE Intern,Rejected,2025-07-18
Deloitte,SDE Intern,Rejected,2025-12-17
Google,Software Engineer,Rejected,2026-01-28
Accenture,Backend Developer,OA Cleared,2025-07-09
Deloitte,Backend Developer,OA Cleared,2026-01-15
Deloitte,Cloud Engineer,Interview,2026-04-11
IBM,DevOps Engineer,Rejected,2026-03-28
Microsoft,Backend Developer,OA Cleared,2025-10-20
Zoho,Backend Developer,Interview,2025-02-04
Cognizant,DevOps Engineer,Selected,2025-09-20
HCL,SDE Intern,OA Cleared,2025-12-14
Capgemini,ML Engineer,Selected,2026-02-08
IBM,ML Engineer,OA Cleared,2026-02-24
Oracle,Data Analyst,Applied,2026-01-20
Cognizant,Cloud Engineer,Rejected,2026-01-04
Tech Mahindra,Software Engineer,OA Cleared,2025-01-24
Tech Mahindra,Data Analyst,Selected,2025-07-22
Infosys,Frontend Developer,Rejected,2025-03-01
Wipro,Data Analyst,Selected,2025-02-15
Cognizant,ML Engineer,Interview,2025-04-17
Wipro,DevOps Engineer,OA Cleared,2025-04-16
Oracle,Software Engineer,Applied,2025-10-22
Zoho,Data Analyst,Applied,2025-01-18
Amazon,Software Engineer,Rejected,2025-07-22
Amazon,ML Engineer,Rejected,2025-09-25
Deloitte,Software Engineer,Selected,2026-02-12
Microsoft,SDE Intern,Selected,2025-05-20
HCL,ML Engineer,Interview,2025-05-07
Amazon,ML Engineer,OA Cleared,2026-01-14
HCL,Data Analyst,Applied,2026-01-25
TCS,Software Engineer,Rejected,2025-11-27
Amazon,Software Engineer,OA Cleared,2025-10-31
IBM,ML Engineer,Interview,2025-03-26
TCS,Data Analyst,Selected,2025-06-25
TCS,Data Analyst,Interview,2025-06-03
HCL,ML Engineer,OA Cleared,2026-04-11
TCS,Data Analyst,Selected,2026-01-17
Oracle,DevOps Engineer,OA Cleared,2025-12-31
Zoho,SDE Intern,Interview,2026-04-21
Amazon,ML Engineer,Applied,2025-02-06
Microsoft,SDE Intern,Interview,2025-05-13
Zoho,Software Engineer,Interview,2025-12-24
Tech Mahindra,Cloud Engineer,Interview,2025-07-18
HCL,Frontend Developer,Interview,2025-07-01
Oracle,Software Engineer,Rejected,2026-01-10
Google,Frontend Developer,OA Cleared,2025-02-21
Cognizant,SDE Intern,Rejected,2025-05-28
Deloitte,ML Engineer,Rejected,2026-04-02
Cognizant,DevOps Engineer,Applied,2025-03-16
HCL,Software Engineer,Selected,2025-06-20
Oracle,Software Engineer,Selected,2026-01-01
Wipro,Frontend Developer,Rejected,2026-02-22
Amazon,SDE Intern,Rejected,2026-01-27
Capgemini,Cloud Engineer,Selected,2025-05-07
HCL,DevOps Engineer,Selected,2025-11-03
Deloitte,Frontend Developer,Interview,2025-09-02
TCS,SDE Intern,Selected,2025-07-27
Tech Mahindra,Software Engineer,Interview,2025-04-23
Tech Mahindra,Cloud Engineer,OA Cleared,2025-11-28
Capgemini,SDE Intern,OA Cleared,2025-05-07
IBM,DevOps Engineer,Selected,2025-02-07
Microsoft,ML Engineer,Rejected,2025-07-12
Wipro,Frontend Developer,Rejected,2025-02-27
TCS,Cloud Engineer,Applied,2026-04-09
Deloitte,SDE Intern,Selected,2025-11-13
HCL,Software Engineer,Selected,2025-06-04
Wipro,Frontend Developer,Rejected,2025-10-20
TCS,Frontend Developer,Interview,2025-07-27
Wipro,ML Engineer,OA Cleared,2026-01-02
Accenture,SDE Intern,Applied,2026-03-28
Wipro,SDE Intern,Selected,2025-09-11
Microsoft,Cloud Engineer,Rejected,2025-11-15
Zoho,ML Engineer,Rejected,2025-12-11
Tech Mahindra,Data Analyst,Selected,2026-02-21
Tech Mahindra,Cloud Engineer,Selected,2025-03-10
Oracle,Backend Developer,Selected,2025-02-02
Zoho,SDE Intern,Rejected,2025-05-09
Capgemini,SDE Intern,OA Cleared,2025-08-30
Oracle,SDE Intern,Applied,2026-04-04
IBM,Software Engineer,Interview,2025-08-01
Microsoft,Software Engineer,Rejected,2025-08-11
IBM,Frontend Developer,Applied,2025-07-04
Tech Mahindra,Cloud Engineer,OA Cleared,2026-03-26
Oracle,DevOps Engineer,Interview,2025-10-07
Capgemini,Software Engineer,Applied,2026-02-28
Wipro,Data Analyst,Rejected,2025-09-02
Capgemini,ML Engineer,Selected,2025-11-25
Infosys,Cloud Engineer,OA Cleared,2025-10-03
Tech Mahindra,SDE Intern,Selected,2025-06-18
Infosys,SDE Intern,Selected,2025-02-11
HCL,Data Analyst,Selected,2025-06-25
Accenture,Data Analyst,Selected,2025-08-30
Oracle,Backend Developer,Applied,2025-11-27
Deloitte,SDE Intern,Rejected,2025-04-14
Oracle,ML Engineer,Applied,2025-06-18
Zoho,Cloud Engineer,Rejected,2025-05-06
Deloitte,SDE Intern,OA Cleared,2026-04-11
Microsoft,Software Engineer,Rejected,2025-10-05
Infosys,Frontend Developer,OA Cleared,2026-04-23
Google,SDE Intern,Interview,2025-02-05
TCS,Frontend Developer,Applied,2025-10-01
TCS,Frontend Developer,OA Cleared,2025-04-28
Zoho,Frontend Developer,Applied,2025-09-11
Deloitte,Cloud Engineer,Applied,2025-11-12
TCS,Backend Developer,Applied,2025-02-25
Zoho,DevOps Engineer,Rejected,2025-10-09
HCL,Frontend Developer,Applied,2025-07-10
Tech Mahindra,DevOps Engineer,Rejected,2025-04-18
Deloitte,Software Engineer,OA Cleared,2025-12-26
Infosys,Backend Developer,Interview,2025-03-25
HCL,Backend Developer,Applied,2026-02-17
Wipro,Software Engineer,Selected,2025-09-23
Oracle,Frontend Developer,OA Cleared,2026-03-21
Wipro,ML Engineer,Interview,2026-01-28
IBM,Software Engineer,Selected,2026-05-05
HCL,Cloud Engineer,Selected,2025-09-19
Cognizant,SDE Intern,Rejected,2025-12-29
IBM,DevOps Engineer,Applied,2025-04-21
Cognizant,ML Engineer,Applied,2026-04-29
Google,ML Engineer,Selected,2026-02-01
Capgemini,Frontend Developer,Applied,2025-04-08
Tech Mahindra,Data Analyst,Applied,2025-06-22
Wipro,Backend Developer,Applied,2025-08-25
Wipro,Data Analyst,Interview,2026-04-25
Zoho,Frontend Developer,Interview,2026-03-28
Oracle,Frontend Developer,Interview,2025-12-17
Deloitte,DevOps Engineer,Rejected,2025-02-16
Wipro,Software Engineer,Applied,2025-05-05
Tech Mahindra,Data Analyst,Selected,2025-03-05
Microsoft,Software Engineer,Rejected,2025-09-22
Capgemini,Cloud Engineer,Interview,2026-01-27
Google,Software Engineer,Applied,2026-02-20
Tech Mahindra,ML Engineer,OA Cleared,2025-09-24
Deloitte,Data Analyst,Applied,2025-12-24
Google,Cloud Engineer,Selected,2025-05-22
Zoho,DevOps Engineer,Applied,2025-07-28
IBM,Cloud Engineer,OA Cleared,2025-05-30
Wipro,Data Analyst,Selected,2026-03-16
HCL,DevOps Engineer,Rejected,2025-11-13
Deloitte,Frontend Developer,Rejected,2026-02-19
IBM,Frontend Developer,Interview,2025-12-15
Oracle,SDE Intern,OA Cleared,2025-01-20
Capgemini,Data Analyst,Rejected,2026-03-19
Wipro,SDE Intern,Rejected,2025-08-02
Deloitte,SDE Intern,Rejected,2026-01-14
Oracle,Data Analyst,Interview,2026-02-03
Wipro,ML Engineer,Rejected,2025-10-29
Infosys,DevOps Engineer,OA Cleared,2026-04-17
Zoho,Cloud Engineer,Applied,2026-02-08
Deloitte,Backend Developer,Interview,2025-02-19
Tech Mahindra,Backend Developer,OA Cleared,2026-03-25
TCS,SDE Intern,Selected,2026-01-25
Tech Mahindra,ML Engineer,OA Cleared,2025-12-30
Wipro,ML Engineer,Interview,2025-12-03
Amazon,ML Engineer,Rejected,2025-07-26
Microsoft,Data Analyst,Selected,2026-02-10
Google,Cloud Engineer,Selected,2025-08-29
Tech Mahindra,Data Analyst,Selected,2026-03-15
TCS,SDE Intern,Selected,2025-02-06
Wipro,Software Engineer,Applied,2026-02-02
HCL,DevOps Engineer,OA Cleared,2026-05-12
Tech Mahindra,Backend Developer,OA Cleared,2025-12-07
Zoho,SDE Intern,Applied,2025-07-18
Amazon,Cloud Engineer,Selected,2026-03-12
Cognizant,SDE Intern,OA Cleared,2026-02-18
Zoho,Cloud Engineer,OA Cleared,2025-05-17
TCS,Software Engineer,Rejected,2025-06-03
Oracle,DevOps Engineer,OA Cleared,2025-09-08
IBM,ML Engineer,Rejected,2025-08-19
Accenture,ML Engineer,Interview,2025-08-02
TCS,Software Engineer,Interview,2025-09-23
Zoho,Data Analyst,Rejected,2026-02-23
Amazon,SDE Intern,Rejected,2025-12-08
Amazon,Backend Developer,OA Cleared,2026-04-22
HCL,SDE Intern,Selected,2025-07-05
IBM,Cloud Engineer,Rejected,2025-03-30
TCS,Backend Developer,Interview,2025-02-27
Tech Mahindra,SDE Intern,OA Cleared,2025-03-31
Cognizant,Data Analyst,Interview,2025-05-02
Cognizant,ML Engineer,Rejected,2025-03-09
Google,ML Engineer,Selected,2025-11-20
Zoho,Software Engineer,Applied,2025-01-31
Infosys,Backend Developer,Applied,2025-10-14
Deloitte,Backend Developer,Rejected,2026-05-01
Tech Mahindra,Frontend Developer,Interview,2025-08-01
HCL,Data Analyst,Applied,2026-04-20
HCL,Cloud Engineer,OA Cleared,2025-10-23
Google,Cloud Engineer,Interview,2025-04-26
Deloitte,Backend Developer,Selected,2026-01-27
Accenture,Backend Developer,Selected,2025-08-15
Tech Mahindra,SDE Intern,OA Cleared,2025-11-20
IBM,Data Analyst,Interview,2026-01-21
Oracle,Frontend Developer,Rejected,2025-06-28
Google,Backend Developer,Applied,2025-10-02
HCL,Frontend Developer,Applied,2025-07-19
Google,Frontend Developer,Interview,2025-02-12
Oracle,Backend Developer,Interview,2025-06-17
Accenture,ML Engineer,Rejected,2025-05-09
Amazon,Software Engineer,OA Cleared,2026-02-04
